,Precio,Título,Combustible,Año,kilometraje,Cambio,Potencia,B
1208,14990,Renault Megane S.T. Bose TCe 103 kW (140CV) EDC GPF,Gasolina,2019,66918,Automático,140,Gasolina
1209,1999,Renault Megane 2 GT Renault Megane 2 GT 2008,Diésel,2008,400000,Manual,150,Diésel
1210,16990,Renault Talisman S.T. Zen Blue dCi 118kW (160CV) EDC,Diésel,2019,63440,Automático,160,Diésel
1211,11990,Renault Megane Bose Blue dCi 85 kW (115CV) - 5 P (2019),Diésel,2019,119000,Manual,115,Diésel
1212,9400,Opel Vivaro 2014,Diésel,2014,353891,Manual,114,Diésel
1213,4500,Renault Grand Scenic 2010,Diésel,2010,281903,Manual,130,Diésel
1215,4500,Renault Megane 2008,Diésel,2008,299000,Manual,150,Diésel
1217,2000,Renault Scenic 2007,Diésel,2007,178092,Manual,105,Diésel
1218,9390,Opel Corsa Business,Gasolina,2018,55000,Manual,90,Gasolina
1219,24000,Renault Megane Gt Line 2020,Gasolina,2020,52000,Automático,160,Gasolina
1220,11490,Renault Clio Limited 1.2 16v 55kW (75CV) -18,Gasolina,2018,64848,Manual,75,Gasolina
1221,12148,Citroën Berlingo Talla M BlueHDi 100 S&S LIVE,Diésel,2020,114291,Manual,102,Diésel
1222,19900,Audi A5 Coupé 2.0 TDI 177cv,Diésel,2012,199100,Manual,176,Diésel
1223,13900,BMW Serie 1 118d,Diésel,2012,135831,Manual,142,Diésel
1224,12148,Citroën Berlingo Talla M BlueHDi 100 S&S LIVE,Diésel,2021,121453,Manual,102,Diésel
1225,12231,Citroën Berlingo Talla M BlueHDi 100 S&S LIVE PACK,Diésel,2021,104673,Manual,102,Diésel
1226,9752,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,103904,Manual,95,Diésel
1227,14900,Citroën C4 Cactus BlueHDi 73KW (100CV) Shine,Diésel,2019,82616,Manual,99,Diésel
1228,12231,Citroën Berlingo Talla M BlueHDi 100 S&S LIVE,Diésel,2021,108840,Manual,102,Diésel
1229,15900,Citroën Berlingo Talla M BlueHDi 100CV Control,Diésel,2019,86251,Manual,100,Diésel
1230,14900,BMW Serie 1 116d,Diésel,2017,193932,Manual,115,Diésel
1231,15900,Citroën Berlingo Talla M BlueHDi 100 LIVE,Diésel,2019,63506,Manual,102,Diésel
1232,9669,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,119494,Manual,95,Diésel
1233,15600,BMW Serie 2 Active Tourer 218d,Diésel,2016,177538,Manual,136,Diésel
1234,11983,Citroën Berlingo Talla M BlueHDi 100 S&S LIVE PACK,Diésel,2021,168069,Manual,102,Diésel
1235,14900,Citroën C4 Spacetourer BlueHDi 130 BVM6 Business,Diésel,2018,105732,Manual,130,Diésel
1236,13700,Citroën Berlingo Furgon 1.5 HDI 100CV,Diésel,2020,103352,Manual,100,Diésel
1237,12231,Citroën Berlingo Talla M BlueHDi 100 S&S LIVE PACK,Diésel,2021,105935,Manual,102,Diésel
1238,19900,Citroën C4 BlueHdi 110 S&S Feel Pack,Diésel,2022,51899,Manual,110,Diésel
1239,13500,Citroën Berlingo Talla M BlueHDi 75 FEEL,Diésel,2018,132959,Manual,76,Diésel
1240,47900,BMW Serie 6 620d xDrive Gran Turismo,Diésel,2019,50364,Automático,190,Diésel
1241,15900,BMW Serie 1 118d,Diésel,2016,167427,Automático,149,Diésel
1242,9834,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,91849,Manual,95,Diésel
1243,20590,Citroën C4 BlueHDi 130 S&S EAT8 Shine,Diésel,2023,96575,Automático,130,Diésel
1244,15900,Citroën C4 Cactus BlueHDi 100 S&S Shine,Diésel,2020,65409,Manual,102,Diésel
1245,23900,BMW Serie 1 116d,Diésel,2021,84164,Automático,115,Diésel
1246,17900,Citroën Berlingo Talla M BlueHDI 75CV Control,Diésel,2021,129440,Manual,75,Diésel
1247,29900,BMW Serie 3 318d Touring,Diésel,2020,80993,Automático,149,Diésel
1248,15900,BMW Serie 1 116d EfficientDynamics,Diésel,2017,188249,Manual,115,Diésel
1249,17900,Citroën Berlingo Talla M BlueHDI 100CV 1.5,Diésel,2019,68826,Manual,100,Diésel
1250,41900,BMW Serie 2 218dA Gran Coupe,Diésel,2022,29513,Automático,149,Diésel
1251,23900,BMW Serie 3 320d Touring,Diésel,2017,60550,Automático,160,Diésel
1252,12999,Citroën Berlingo 1.5 HDI 100CV,Diésel,2020,153648,Manual,100,Diésel
1253,9834,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,99928,Manual,95,Diésel
1254,9990,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,140503,Manual,95,Diésel
1255,9834,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,96009,Manual,95,Diésel
1256,36500,BMW Serie 2 220dA Gran Coupe,Diésel,2020,11750,Automático,190,Diésel
1257,10999,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,212016,Manual,95,Diésel
1258,17900,Citroën C4 Cactus BlueHDi 100 S&S Origins,Diésel,2019,84345,Manual,102,Diésel
1259,24900,BMW Serie 4 420d,Diésel,2014,202021,Automático,183,Diésel
1260,12066,Citroën Berlingo Talla M BlueHDi 100 S&S LIVE PACK,Diésel,2021,132324,Manual,102,Diésel
1261,11900,Citroën Nemo HDi 59KW (80CV),Diésel,2018,139799,Manual,80,Diésel
1262,13900,Citroën Berlingo Furgon 1.5 HDI 100CV,Diésel,2020,96200,Manual,100,Diésel
1263,9092,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,154953,Manual,95,Diésel
1264,15900,Citroën Berlingo Talla M BlueHDi 100CV Control,Diésel,2019,132704,Manual,100,Diésel
1265,15500,Citroën Berlingo Talla M BlueHDi 100 S&S LIVE,Diésel,2020,129869,Manual,102,Diésel
1266,8900,Dacia Sandero Ambiance dCi 75,Diésel,2015,127778,Manual,74,Diésel
1267,25900,Citroën Spacetourer Talla XL BlueHDi 110KW (150CV) Business,Diésel,2017,122959,Manual,149,Diésel
1268,16900,BMW Serie 3 318d,Diésel,2017,163472,Manual,149,Diésel
1269,9669,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,119281,Manual,95,Diésel
1270,9752,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,105743,Manual,95,Diésel
1271,9834,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,86512,Manual,95,Diésel
1272,9834,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,97226,Manual,95,Diésel
1273,17490,Renault Kadjar Zen GPF TCe 103kW (140CV),Gasolina,2020,24998,Manual,140,Gasolina
1274,19900,Peugeot Rifter Active Standard BlueHDi 73kW,Diésel,2021,53667,Manual,99,Diésel
1275,13890,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2020,106757,Manual,95,Diésel
1277,21900,Fiat Talento 2.0 120CV,Diésel,2020,76306,Manual,120,Diésel
1278,23900,Ford Transit 350 96kW L3H2 Van Trend FWD,Diésel,2021,124540,Manual,131,Diésel
1279,11900,Fiat Doblo 1.3 MTJ FURGON 95CV,Diésel,2019,144491,Manual,95,Diésel
1280,13600,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2021,123714,Manual,95,Diésel
1281,10500,Fiat Doblo CARGO 1.3 MJET 95E6,Diésel,2019,93959,Manual,90,Diésel
1282,16900,Kia Carens 1.7 115CV,Diésel,2017,60513,Manual,115,Diésel
1285,18900,Ford Transit Custom Van 2.0 TDCI 96KW 280 L1 Trend,Diésel,2020,126412,Manual,130,Diésel
1286,10600,Mercedes-Benz Citan 1.5 CDI 109 Furgón 90CV,Diésel,2020,105321,Manual,90,Diésel
1287,17900,Fiat Talento 1.2 Base Corto 2.0 MJet 120CV,Diésel,2020,115869,Manual,120,Diésel
1288,13300,Fiat Doblo 1.3 JTDI Combi 80CV,Diésel,2018,115997,Manual,80,Diésel
1289,15800,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2020,42950,Manual,95,Diésel
1290,12500,Fiat Doblo 1.3 MTJ FURGON 95CV,Diésel,2019,118043,Manual,95,Diésel
1291,14800,Ford Focus 1.5 Ecoblue 70kW Trend,Diésel,2019,109922,Manual,95,Diésel
1292,21900,Fiat Talento 2.0 120CV,Diésel,2020,70325,Manual,120,Diésel
1293,25900,Mercedes-Benz CLA CLA 200 d Shooting Brake,Diésel,2018,87749,Automático,136,Diésel
1294,11990,Ford B-MAX 1.5 TDCi 95 Trend,Diésel,2016,97392,Manual,96,Diésel
1295,17900,Fiat Talento 1.2 Base Corto 2.0 MJet 120CV,Diésel,2020,114467,Manual,120,Diésel
1296,24900,Ford Transit 350 96kW L3H2 Van Trend FWD,Diésel,2021,102860,Manual,131,Diésel
1297,9900,Fiat Fiorino Cargo Base 1.3 Mjet 59kW (80CV) E6,Diésel,2018,101600,Manual,80,Diésel
1298,11000,Fiat Doblo 1.3 MTJ FURGON 95CV,Diésel,2019,195147,Manual,95,Diésel
1299,23900,Ford Transit 350 96kW L3H2 Van Trend FWD,Diésel,2021,117378,Manual,131,Diésel
1300,17900,Fiat Talento 1.2 Base Corto 2.0 MJet 120CV,Diésel,2020,119860,Manual,120,Diésel
1301,21900,Ford Transit Custom Van 2.0 TDCI 96KW 280 L1 Trend,Diésel,2021,123095,Manual,130,Diésel
1302,15900,Ford Transit Courier Combi 1.5TDCI 56KW Trend 75 4P,Diésel,2020,67215,Manual,75,Diésel
1303,9900,Fiat Doblo 1.3 90CV,Diésel,2018,209748,Manual,90,Diésel
1304,12990,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2021,156848,Manual,95,Diésel
1305,20900,Ford Focus 1.5 Ecoblue 88kW Trend+,Diésel,2022,31712,Manual,119,Diésel
1306,15900,Fiat Talento 1.6 120CV,Diésel,2018,122552,Manual,120,Diésel
1307,20900,Kia Optima 1.7 CRDi VGT Drive DCT Eco-Dynamics,Diésel,2018,76404,Automático,141,Diésel
1308,11900,Fiat Doblo 1.3 MTJ FURGON 95CV,Diésel,2019,132994,Manual,95,Diésel
1309,13600,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2021,113413,Manual,95,Diésel
1310,13500,Fiat Doblo Cargo SX 1.3 Mjet 70 kW (95 CV),Diésel,2019,64830,Manual,95,Diésel
1311,10990,Kia Rio 1.1 CRDi WGT 75CV Concept,Diésel,2016,121770,Manual,74,Diésel
1312,13300,Fiat Doblo 1.3 MTJ Combi 95CV,Diésel,2020,141955,Manual,95,Diésel
1313,28500,Ford Transit 350 96KW L4H3 Van Trend RWD,Diésel,2022,110393,Manual,131,Diésel
1314,25537,Iveco Daily Chasis Cabina 35C15 3450 146CV,Diésel,2019,145136,Manual,146,Diésel
1315,16990,Ford Focus 1.5 Ecoblue 88kW Titanium Sportbr.,Diésel,2019,103441,Manual,119,Diésel
1316,1700,Renault Clio 2001,Diésel,2001,70500,Manual,60,Diésel
1318,8265,Dacia Dokker 1.5 DCI Furgón 95CV,Diésel,2020,154953,Manual,95,Diésel
1319,12314,Mercedes-Benz Citan 111 CDI Mixto Extralargo BE 81KW (110CV),Diésel,2017,111539,Manual,110,Diésel
1320,20000,Renault Trafic 2020,,2020,95000,,140,
1321,3200,Renault Grand Scenic 2007,Gasolina,2007,215000,Manual,110,Gasolina
1325,2590,Renault Grand Scenic 2006,Gasolina,2006,190000,Manual,136,Gasolina
1326,3700,Renault Scenic 2010,Gasolina,2010,196000,Manual,110,Gasolina
1327,2600,Renault 9 CON CINTURONES TRASEROS,Gasolina,1988,116210,Manual,92,Gasolina
1328,6500,Renault Master 2003,Diésel,2003,230000,Manual,120,Diésel
1329,17900,BMW X1 sDrive16d,Diésel,2017,103110,Manual,115,Diésel
1330,26390,Audi A3 Sportback Advanced 30 TDI 85kW (116CV),Diésel,2022,44202,Manual,115,Diésel
1331,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,41360,Manual,130,Diésel
1332,29900,Audi A5 Sport 35 TDI 110kW S tronic Sportback,Diésel,2019,120131,Automático,149,Diésel
1333,38900,BMW X3 xDrive20d,Diésel,2018,112061,Automático,190,Diésel
1334,38900,BMW X2 xDrive20dA,Diésel,2021,42733,Automático,190,Diésel
1335,16900,Dacia Duster Comfort Blue dCi 85kW (115CV) 4X4,Diésel,2021,84583,Manual,115,Diésel
1336,17900,Dacia Duster Essent. Blue dCi 85kW (115CV) 4X2,Diésel,2021,58683,Manual,115,Diésel
1337,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,48726,Manual,130,Diésel
1338,21900,BMW X1 sDrive16d,Diésel,2018,56669,Automático,115,Diésel
1339,24900,Audi A4 Allroad Quattro 2.0 TDI 190CV quattro S tronic,Diésel,2017,179066,Automático,190,Diésel
1340,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,48955,Manual,130,Diésel
1341,45900,BMW X4 xDrive20d,Diésel,2019,78000,Automático,190,Diésel
1342,29990,BMW X3 sDrive18d,Diésel,2018,53717,Automático,136,Diésel
1343,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,39589,Manual,130,Diésel
1344,22990,BMW X2 sDrive16d,Diésel,2019,134564,Automático,115,Diésel
1345,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,41619,Manual,130,Diésel
1346,32900,BMW X2 sDrive18d,Diésel,2018,55200,Automático,149,Diésel
1347,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,46771,Manual,130,Diésel
1348,29990,Audi Q3 35 TDI 110kW (150CV) S tronic,Diésel,2021,64219,Automático,149,Diésel
1349,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,37984,Manual,130,Diésel
1350,30790,Audi Q3 35 TDI 110kW (150CV) S tronic,Diésel,2021,58877,Automático,149,Diésel
1351,36500,Audi Q3 S line 35 TDI 110kW (150CV) S tronic,Diésel,2020,67156,Automático,149,Diésel
1352,38900,BMW X4 xDrive25d,Diésel,2018,133430,Automático,231,Diésel
1353,23900,Audi A4 2.0 TDI 110kW (150CV) S tronic,Diésel,2018,90740,Automático,149,Diésel
1354,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,37128,Manual,130,Diésel
1355,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,44185,Manual,130,Diésel
1356,22900,Citroën C3 Aircross BlueHDi 81kW (110CV) S&S C-Series,Diésel,2022,16,Manual,110,Diésel
1357,19900,Alfa Romeo Giulia 2.2 Diesel 110kW (150CV) Super,Diésel,2017,155000,Manual,149,Diésel
1358,17272,Citroën Jumper BlueHDi 120 S&S 6v Furgón 30 L1H1,Diésel,2020,88289,Manual,120,Diésel
1359,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,40623,Manual,130,Diésel
1360,16990,Dacia Duster Essential dCi 66kW (90CV) 4X2,Diésel,2018,97256,Manual,89,Diésel
1361,26900,Citroën C5 Aircross BlueHdi 96kW (130CV) S&S Shine,Diésel,2021,59189,Manual,130,Diésel
1362,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,28647,Manual,130,Diésel
1363,23900,BMW X2 sDrive16d,Diésel,2019,93506,Automático,115,Diésel
1364,16942,Citroën Jumper BlueHDi 120 S&S 6v Furgón 35 L2H2,Diésel,2021,149113,Manual,120,Diésel
1365,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,45624,Manual,130,Diésel
1366,21900,Citroën Jumper 35 L4H3 Heavy HDi 150 furgón 96KW (130CV),Diésel,2018,152278,Manual,130,Diésel
1367,29990,Audi Q5 2.0 TDI 110kW (150CV),Diésel,2017,87799,Manual,149,Diésel
1368,26900,Audi A4 Limousine 2.0 TDI S-tronic virtual cockpit 150CV,Diésel,2017,57569,Automático,150,Diésel
1369,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,37656,Manual,130,Diésel
1370,61900,BMW X5 xDrive30d,Diésel,2019,52778,Automático,265,Diésel
1371,11900,Citroën C3 BlueHDi 55KW (75CV) S&S 83g BUSINESS,Diésel,2019,97147,Manual,75,Diésel
1372,30990,Audi Q3 35 TDI 110kW (150CV) S tronic,Diésel,2021,53695,Automático,149,Diésel
1373,19900,Dacia Duster II Prestige 1.5 DCI 115CV MT6 E6dT,Diésel,2021,54612,Manual,115,Diésel
1374,17272,Citroën Jumper BlueHDi 140 S&S 6v Furgón 35 L2H2,Diésel,2021,110167,Manual,140,Diésel
1375,28900,Cupra Formentor 2.0 TDI 110kW (150 CV),Diésel,2023,21425,Manual,149,Diésel
1376,12500,Citroën C3 BlueHDi 75KW (100CV) S&S Feel,Diésel,2021,112795,Manual,102,Diésel
1377,20990,Audi A3 1.6 TDI 85kW (116CV) S tronic Sedan,Diésel,2018,113002,Automático,115,Diésel
1378,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,43182,Manual,130,Diésel
1379,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,44436,Manual,130,Diésel
1380,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,44793,Manual,130,Diésel
1381,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,44698,Manual,130,Diésel
1382,33900,Audi A3 Sportback S line 30 TDI 85kW S tronic,Diésel,2023,15919,Automático,115,Diésel
1383,20900,Ford Kuga 1.5 TDCi 88kW 4x2 ST-Line,Diésel,2018,107655,Manual,119,Diésel
1384,23966,Citroën Jumper BlueHDi 88KW (120CV) Furgón 33L2H1 ISOTERMO,Diésel,2020,25462,Manual,120,Diésel
1385,29900,BMW X1 xDrive20dA,Diésel,2018,90613,Automático,190,Diésel
1386,17900,Audi A3 Sportback 1.6 TDI clean d 110CV S line,Diésel,2015,127000,Manual,110,Diésel
1387,20990,Audi A3 design edition 1.6 TDI S tronic Sportb,Diésel,2018,94084,Automático,115,Diésel
1388,20500,Audi A4 Advanced edition 2.0 TDI 110kW (150CV),Diésel,2017,84567,Manual,149,Diésel
1389,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,39180,Manual,130,Diésel
1390,43900,Audi Q7 3.0 TDI ultra quattro tiptronic,Diésel,2018,135000,Automático,217,Diésel
1391,24900,BMW X1 sDrive18d,Diésel,2018,117439,Manual,149,Diésel
1392,29900,Audi A3 Sportback Advanced 30 TDI 85kW (116CV),Diésel,2021,12005,Manual,115,Diésel
1393,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,46916,Manual,130,Diésel
1394,16800,Citroën C3 Aircross BlueHDi 81kW (110CV) S&S Shine,Diésel,2022,96250,Manual,110,Diésel
1395,17900,Ford Kuga 1.5 TDCi 88kW 4x2 Titanium,Diésel,2018,130099,Manual,119,Diésel
1396,29900,Iveco Daily 2.3 TD 35S 16 V 4100/H2 16 M3,Diésel,2022,85948,Manual,157,Diésel
1397,17990,Hyundai i30 1.6 CRDI 85kW (116CV) Klass,Diésel,2021,71963,Manual,115,Diésel
1398,26900,Iveco Daily 2.3 TD 35S 16 V 4100/H2 16 M3,Diésel,2022,95046,Manual,157,Diésel
1399,27100,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,72342,Manual,130,Diésel
1400,27900,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,46354,Manual,130,Diésel
1401,14900,Kia Stonic 1.6 CRDi Easy ISG 5d,Diésel,2018,74211,Manual,110,Diésel
1402,27300,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,58163,Manual,130,Diésel
1403,26200,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,23969,Manual,115,Diésel
1404,27100,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,76791,Manual,130,Diésel
1405,27200,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,61766,Manual,130,Diésel
1406,18690,Fiat 500X Connect 1.6 Multijet 96KW (130CV) S&S,Diésel,2021,44264,Manual,130,Diésel
1407,26600,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,22253,Manual,115,Diésel
1408,27900,Ford Kuga ST-Line X 1.5 EcoBlue 88kW (120CV),Diésel,2022,12854,Manual,119,Diésel
1409,26600,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,22277,Manual,115,Diésel
1410,15900,Hyundai i30 SW Break 1.6 CRDI 115 DCT-7 BUSINESS SW,Diésel,2020,149024,Automático,115,Diésel
1411,26900,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,17852,Manual,115,Diésel
1412,26900,Iveco Daily 2.3 TD 35S 16 V 4100/H2 16 M3,Diésel,2022,95840,Manual,157,Diésel
1413,26900,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,17941,Manual,115,Diésel
1414,10500,Hyundai ix35 2.0 CRDi 136cv Tecno 4x2,Diésel,2013,212000,Manual,136,Diésel
1415,11500,Fiat Tipo 1.6 Lounge 88kW (120CV)diesel Mjet II SW,Diésel,2017,185000,Manual,119,Diésel
1416,22800,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,103516,Manual,157,Diésel
1417,14500,Ford Tourneo Courier 1.5 TDCi 74kW (100CV) Titanium,Diésel,2021,217365,Manual,100,Diésel
1418,22600,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,123531,Manual,157,Diésel
1419,26900,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,18032,Manual,115,Diésel
1420,25900,Kia Sportage 1.6 CRDi 100kW GT Line Xtreme 4x2,Diésel,2019,29186,Manual,136,Diésel
1421,28900,Fiat Ducato Combi 2.3 Multijet 103kW 33 L2 H2 140 4P 9 PLAZAS,Diésel,2019,124537,Manual,140,Diésel
1422,26900,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,23500,Manual,115,Diésel
1423,26900,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,18025,Manual,115,Diésel
1424,26597,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,20208,Manual,115,Diésel
1425,27200,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,62206,Manual,130,Diésel
1426,15900,Hyundai i30 CW 1.6 CRDi 81kW (110CV) Tecno Sky,Diésel,2017,145131,Manual,110,Diésel
1427,26900,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,18868,Manual,115,Diésel
1428,26990,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,14977,Manual,115,Diésel
1429,26990,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,16085,Manual,115,Diésel
1430,22700,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,115784,Manual,157,Diésel
1431,27900,Ford Kuga ST-Line X 1.5 EcoBlue 88kW (120CV),Diésel,2022,11703,Manual,119,Diésel
1432,22600,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,117793,Manual,157,Diésel
1433,37900,Hyundai Santa Fe 2.2 CRDi Style DCT 4x4,Diésel,2022,147193,Automático,193,Diésel
1434,27200,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,62059,Manual,130,Diésel
1435,27900,Ford Kuga ST-Line X 1.5 EcoBlue 88kW (120CV),Diésel,2022,14252,Manual,119,Diésel
1436,19500,Hyundai Tucson SUV 1.6 CRDI 115 HYBRID 48V CREATIVE,Diésel,2020,128779,Manual,115,Hybrid
1437,26200,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,24329,Manual,115,Diésel
1438,10900,Ford Fiesta 1.5 TDCi 55kW (75CV) Trend 5p,Diésel,2017,83200,Manual,74,Diésel
1439,29800,Hyundai Santa Fe 2.0 CRDi Essence 4x2 DK,Diésel,2020,85662,Manual,149,Diésel
1440,27900,Ford Kuga ST-Line X 1.5 EcoBlue 88kW (120CV),Diésel,2022,16383,Manual,119,Diésel
1441,26900,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,18317,Manual,115,Diésel
1442,19900,Ford Focus CLIPPER ACTIVE DIESEL 1.5 EcoBlue 150 Active 5d,Diésel,2020,78693,Manual,120,Diésel
1443,27400,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,51956,Manual,130,Diésel
1444,27100,Ford Transit Custom 2.0 FT 280 L1 EcoBlue 96kW (130CV) M 6 vel Trend,Diésel,2022,74154,Manual,130,Diésel
1445,29900,Ford Transit Custom Kombi 2.0 TDCI 96kW 320 L1 Trend combi 96KW (130CV),Diésel,2021,95734,Manual,130,Diésel
1446,18500,Hyundai Tucson 1.7CRDi 85kW (115CV) BD 25 Aniversa. 4x2,Diésel,2017,121968,Manual,115,Diésel
1447,26990,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,12932,Manual,115,Diésel
1448,26600,Hyundai Tucson 1.6 CRDI 85kW (115CV) Maxx,Diésel,2022,21952,Manual,115,Diésel
1449,25500,Hyundai Tucson 1.6 CRDI 85kW (115CV) Klass,Diésel,2021,22661,Manual,115,Diésel
1450,26700,Iveco Daily 2.3 TD 35S 16 V 4100/H2 16 M3,Diésel,2022,106098,Manual,157,Diésel
1451,25900,Iveco Daily 2.3 TD 35S 16V 3520L/H2 12 M3,Diésel,2021,120359,Manual,157,Diésel
1452,32600,Ford Ranger 2.0 TDCi 125kW 4x4 Doble Cab. XL S/S pickup 125kW,Diésel,2021,40494,Manual,170,Diésel
1453,26700,Iveco Daily 2.3 TD 35S 16 V 4100/H2 16 M3,Diésel,2022,104919,Manual,157,Diésel
1454,20500,Kia Sportage 1.6 CRDI 136 ISG DCT7 GT LINE PREM 2WD,Diésel,2019,130184,Automático,136,Diésel
1455,27900,Ford Kuga ST-Line X 1.5 EcoBlue 88kW (120CV),Diésel,2022,16599,Manual,119,Diésel
1456,16900,Ford Ecosport 1.5 TDCi 70kW (95CV) Titanium,Diésel,2017,72588,Manual,95,Diésel
1457,27900,Ford Kuga ST-Line X 1.5 EcoBlue 88kW (120CV),Diésel,2022,10940,Manual,119,Diésel
1458,22800,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,108823,Manual,157,Diésel
1459,27900,Ford Kuga ST-Line X 1.5 EcoBlue 88kW (120CV),Diésel,2022,13351,Manual,119,Diésel
1460,9900,Peugeot 208 5P ACCESS 1.6 BlueHDi 55KW (75CV),Diésel,2017,119766,Manual,74,Diésel
1461,22700,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,111974,Manual,157,Diésel
1462,34900,Land-Rover Discovery 2.0 I4 SD4 177kW (240CV) SE Auto,Diésel,2017,112645,Automático,240,Diésel
1463,22800,Iveco Daily 2.3 TD 35S 16 V 3520L/H2 12 M3,Diésel,2021,108687,Manual,157,Diésel
1464,21900,Ford Ranger 2.2 TDCi 118kW 4x4 Doble Cab. XL S/S caja abierta 160CV,Diésel,2020,170450,Manual,160,Diésel
